,image_id ,predicted_class
295,1064608314515328,Positive
296,1064634118482028,Positive
297,1064902229280961,Positive
298,1065184229781287,Positive
299,106523340099686,Positive
300,1065461651121300,Negative
301,1065465122985906,Positive
302,1065913239641707,Positive
303,106591474889621,Positive
304,1066111608548637,Positive
305,1066202590066780,Positive
306,1066313615702408,Negative
307,1066534517130610,Positive
308,1066715442843831,Positive
309,1066782995066367,Negative
310,106690868540626,Negative
311,1067264337993994,Negative
312,1067290557729517,Negative
313,1067596016288634,Positive
314,1067954568346239,Negative
315,106822971686113,Positive
316,1068806808981436,Negative
317,1068874355295874,Negative
318,1068940534091348,Positive
319,1068993034455883,Negative
320,106910708285967,Positive
321,1069289846251368,Negative
322,106930729798879,Positive
323,1069416561175132,Positive
324,1069416710291721,Negative
325,1069685134980629,Negative
326,1070111036361215,Positive
327,1070335052159040,Positive
328,1070474861855111,Positive
329,1070477812714352,Negative
330,1070680772600281,Positive
331,1071533701275056,Positive
332,1071734721089401,Negative
333,1072234884439319,Positive
334,1072255612335720,Negative
335,1072269224300054,Positive
336,1072269477391273,Positive
337,1072287135953686,Negative
338,1072381738215450,Positive
339,1072764996265007,Negative
340,1072988309413747,Positive
341,1073054770258176,Positive
342,10730978076665,Positive
343,1073104980938726,Negative
344,1073124943650678,Positive
345,1073369413480898,Negative
346,1073700646652462,Negative
347,1074066691460415,Positive
348,1074345161480729,Negative
349,1074376653400163,Positive
350,1074488223002640,Positive
351,1074491636479158,Positive
352,1074980316461929,Negative
353,1075506803336152,Negative
354,1075760134393904,Positive
355,1076242585963798,Positive
356,1076479021000911,Negative
357,1076537412516687,Positive
358,1076612494712227,Negative
359,1076735520026534,Negative
360,107689189101997,Positive
361,107704135911555,Positive
362,1077444406412634,Negative
363,1077671563571552,Positive
364,1077862083242896,Negative
365,1078182797026066,Positive
366,1078228568190085,Negative
367,1079238673540961,Positive
368,1079276129158317,Positive
369,1079496999597482,Positive
370,1079563732439038,Positive
371,1079748838588067,Positive
372,1079790626171562,Positive
373,1079842698516911,Positive
374,1080133622136218,Negative
375,1080225408948082,Negative
376,1080275362997805,Positive
377,1080393064604412,Positive
378,1080463074981266,Negative
379,1080499747801655,Positive
380,1080812882002597,Negative
381,1081221807098830,Positive
382,1081879290237746,Positive
383,1082525873902690,Positive
384,1083189368658286,Positive
385,1083412831115256,Negative
386,1083449323508571,Positive
387,1083825970056913,Negative
388,1083966053155370,Positive
389,1084271542196484,Negative
390,1084957310725239,Positive
391,108528659421299,Positive
392,1085546279658217,Positive
393,1085902851711498,Negative
394,1086279553073457,Positive
395,1086762761943075,Positive
396,1087461338916381,Positive
397,1088000875345663,Positive
398,1088002096284674,Positive
399,1088163444463059,Negative
400,1088603716214245,Negative
401,1088670510904738,Negative
402,1088730498845879,Negative
403,1088780561069356,Negative
404,1089241401623863,Positive
405,1089358548358663,Positive
406,1089488003119062,Positive
407,1089524681335179,Negative
408,1090580540512578,Negative
409,1090658531217766,Negative
410,1090675233455331,Positive
411,1090678317624935,Negative
412,1090810316431048,Positive
413,1090855584095139,Negative
414,1090913214184561,Negative
415,1091105977693768,Negative
416,1091313343487573,Positive
417,1091569409555889,Negative
418,1091839137529634,Negative
419,1092046862606861,Negative
420,1092391454588661,Negative
421,1092398343096409,Positive
422,1092708606263075,Positive
423,1092763628094265,Negative
424,1092973738236116,Negative
425,1093751133340673,Positive
426,1093890739218351,Positive
427,1094441451251434,Positive
428,1094536447583174,Negative
429,1094757521225988,Negative
430,109481984180883,Positive
431,1095011468510846,Positive
432,1095345286815478,Negative
433,1095624797058442,Positive
434,1095682547485006,Positive
435,1095839023256631,Positive
436,1095938000061428,Positive
437,1095940049949634,Positive
438,1096064670931798,Negative
439,1096686683976904,Negative
440,1096920323329517,Positive
441,1097186296601303,Positive
442,1097414930147604,Negative
443,1097420335889471,Negative
444,1097522673359120,Negative
445,1098589242641573,Positive
446,1098917200296876,Positive
447,1099123582198977,Positive
448,1099476465078406,Positive
449,1099519935053837,Negative
450,1099541886719533,Negative
451,1099733910397738,Negative
452,1099911534433380,Positive
453,1100017231318918,Negative
454,1100086164167746,Negative
455,1100331488538948,Positive
456,110042811235093,Positive
457,110054741941138,Positive
458,1101313185271205,Negative
459,1101372873264891,Negative
460,1101409438325776,Negative
461,1101504761723788,Negative
462,1101676672110674,Negative
463,1101776880662480,Positive
464,1101869314368383,Negative
465,110209112478427,Negative
466,1102208345388166,Positive
467,1102415463042603,Negative
468,1102418063381793,Positive
469,1102602907297117,Negative
470,1102663776608331,Positive
471,1102896599824266,Negative
472,1102897379154184,Positive
473,1103060263667844,Positive
474,1103172720179461,Negative
475,1103531391853530,Negative
476,1103581410226718,Positive
477,1103983355159252,Positive
478,1104012767077597,Positive
479,1104773466703676,Positive
480,1104959358994246,Positive
481,1105029068674213,Positive
482,1105273610968319,Positive
483,110572151346582,Positive
484,110597166690429,Positive
485,1106451972351638,Negative
486,110653541500608,Positive
487,1106815040871576,Negative
488,1106874235118615,Negative
489,1107110333668112,Positive
490,1107241284179667,Negative
491,1107479415069403,Negative
492,1108333143540132,Negative
493,1108458693541643,Positive
494,1108582462423311,Negative
495,1108804473185652,Negative
496,1108837953625261,Positive
497,1108957647634569,Positive
498,1109028044588837,Negative
499,110908506572851,Negative
500,1109149035791313,Positive
501,1109428951615884,Negative
502,1109658199339628,Positive
503,1110845434407333,Positive
504,1110984867957263,Negative
505,1111189555898248,Negative
506,111121535971814,Negative
507,1111339914992201,Negative
508,1111377774292211,Positive
509,1111719107702454,Positive
510,1112741441767671,Negative
511,1112940710706775,Positive
512,1113045862829350,Positive
513,1113718609724929,Positive
514,1113768550054721,Negative
515,1113778385816851,Negative
516,1113783086677487,Positive
517,1113884770784567,Positive
518,1114037420912263,Negative
519,1114228762272211,Positive
520,1114400454251105,Positive
521,1114455547657322,Negative
522,111469468546116,Negative
523,1114793671956976,Negative
524,1115087089933347,Positive
525,1115135372614145,Positive
526,1115186692631929,Negative
527,1115631015018419,Negative
528,1115881877645482,Positive
529,1115946884219300,Negative
530,1116215400537672,Positive
531,1116259369794348,Positive
532,1116342319491701,Positive
533,1116516483528270,Positive
534,1116916348926702,Negative
535,111751467959392,Negative
536,1117539358030059,Negative
537,1118174355381906,Positive
538,1118671925130396,Negative
539,1118910231327788,Positive
540,1119015064797890,Negative
541,1119408842961262,Positive
542,1119528317450109,Negative
543,11195780401227,Positive
544,111981498965187,Negative
545,1120091743724135,Negative
546,1120142712033865,Positive
547,112022059058947,Positive
548,112033815348791,Positive
549,1120551876826453,Negative
550,1120643546457875,Negative
551,1120761564881307,Negative
552,1120859708413484,Negative
553,1120908590681999,Positive
554,1120949283429227,Positive
555,1122086869411936,Negative
556,1122154030813741,Negative
557,1122194897149381,Negative
558,1122211383346579,Positive
559,1122755239349610,Negative
560,1122853685202824,Positive
561,1122899655428964,Positive
562,1123050660472419,Negative
563,1123144878633568,Negative
564,112361169966770,Negative
565,1123761750795978,Negative
566,1123954839961234,Negative
567,112396269164484,Negative
568,1124799698221968,Positive
569,1125271892548097,Negative
570,1125372857944810,Negative
571,1125590098972728,Positive
572,1125860153633424,Negative
573,1126147416260012,Negative
574,1126237169654521,Negative
575,1126309718354796,Negative
576,1126612598448512,Negative
577,1126869985407200,Negative
578,112709280627341,Negative
579,1127407858752953,Positive
580,1127429275749569,Negative
581,1127855001795730,Positive
582,1127996993160266,Positive
583,1128146625152129,Positive
584,1128317276706439,Positive
585,1128491548314926,Negative
586,1128710532221874,Negative
587,1128718127671311,Positive
588,1129501058265815,Positive
589,1129522350521075,Positive
590,1129617508549866,Positive
591,113002705732575,Positive
592,1130096520002738,Negative
593,1130205268257817,Negative
594,1130216746746029,Positive
595,1130279587444872,Positive
596,1130308615102115,Negative
597,1130317849504212,Positive
598,1130346097297172,Positive
599,1130356948607445,Positive
600,1130950209993739,Negative
601,1131788096552180,Positive
602,1131843210792191,Negative
603,1131844305475041,Positive
604,1132260075619606,Negative
605,1132404183083993,Positive
606,1133016343436270,Positive
607,1133039349924248,Negative
608,1133086387228868,Negative
609,1133246463154351,Positive
610,1133405100758847,Negative
611,1133477416645974,Positive
612,1133575713876144,Negative
613,113365652568420,Negative
614,1134137802997187,Negative
615,1134376741876885,Positive
616,1134744766959993,Positive
617,1134911226292258,Positive
618,1134955028528811,Negative
619,11352222790134,Positive
620,1135630141615715,Negative
621,1135876048641341,Negative
622,1136090194681730,Positive
623,1136349802274485,Negative
624,1136376134456847,Negative
625,1136569616530614,Positive
626,1136574379775896,Positive
627,1136720187981278,Negative
628,1136808331596853,Negative
629,1137125154180705,Negative
630,1137517322846570,Negative
631,1137788170692114,Positive
632,11380050244209,Negative
633,1138554741543580,Negative
634,1138572742323911,Negative
635,1138882426227316,Negative
636,1139156986402158,Positive
637,1140308222472858,Positive
638,1140585696256656,Negative
639,1140669403319034,Negative
640,1141045021891039,Negative
641,1141063531180888,Negative
642,1141167053663299,Positive
643,1141348129721285,Negative
644,1141365448858126,Positive
645,1141391499686347,Positive
646,114151434632345,Positive
647,1141824410422500,Negative
648,1141981551523291,Negative
649,114210006299714,Negative
650,1142454050379950,Negative
651,1142539925825787,Negative
652,1142710310970732,Positive
653,1143137277026108,Positive
654,1143205789891302,Negative
655,1143274983957504,Negative
656,1143386938211112,Negative
657,1143583453537232,Negative
658,1143661960877915,Positive
659,1143763778381825,Positive
660,1143793842099778,Negative
661,114386150495690,Negative
662,1143992822494842,Negative
663,1144065894404411,Negative
664,1144203041143019,Positive
665,1144416471567407,Positive
666,1144573414245468,Positive
667,1144773711283961,Positive
668,1144786135752814,Positive
669,1144816357000141,Negative
670,1145001991395315,Positive
671,1145101079789386,Negative
672,1145182330008577,Positive
673,1145885431496949,Positive
674,1145920875211362,Negative
675,1146102279586261,Negative
676,1146205969516219,Positive
677,1146435642325278,Positive
678,1146494178074200,Positive
679,1146761491695228,Positive
680,1148298816874660,Negative
681,1148928729615085,Positive
682,1149022790762275,Positive
683,1149087561237486,Positive
684,1149179350932952,Negative
685,114951342736856,Positive
686,1149584355883047,Negative
687,1149670045472643,Positive
688,1149823076208921,Negative
689,1150118192851385,Negative
690,1150300001265592,Negative
691,1150439320659377,Negative
692,1150750554344958,Positive
693,1150809580286688,Negative
694,1151001553487469,Positive
695,1151097332501519,Positive
696,1151161400683655,Positive
697,1151558115068187,Positive
698,1151635886276104,Negative
699,115199538562578,Negative
700,1152013424823322,Positive
701,1152023900228181,Negative
702,1152150310561950,Positive
703,1152169212222815,Negative
704,115236330077551,Negative
705,1152400714681489,Positive
706,1152795976700055,Positive
707,1153524880103284,Negative
708,1153761972062254,Negative
709,1154748816096754,Negative
710,1154904632569113,Negative
711,1154948992569579,Negative
712,1155220252213027,Positive
713,1155957674987857,Positive
714,1156317183594747,Negative
715,1156910777809442,Positive
716,1157005901439648,Positive
717,115745480920852,Negative
718,1157699813015508,Negative
719,1157943698949861,Negative
720,1158265071784974,Positive
721,115850314458108,Negative
722,1158513770645462,Negative
723,1159565907787194,Negative
724,1159799460700548,Positive
725,1159946638452561,Negative
726,1160104228494400,Negative
727,1160263711473364,Positive
728,1160280777153214,Positive
729,1160629954487583,Negative
730,1160659442616247,Negative
731,1160728831914029,Positive
732,1160778061878400,Negative
733,1160821139151950,Negative
734,1161027042177951,Negative
735,1161279791924325,Negative
736,1162244550964516,Positive
737,1162306320656527,Positive
738,1162634319962517,Negative
739,1162704477045153,Negative
740,1163659798049569,Positive
741,1164042626223982,Negative
742,1164793005500793,Negative
743,1165037781149268,Positive
744,1165175647082633,Positive
745,1165335284651611,Positive
746,1165923105991736,Negative
747,1166481862879556,Negative
748,1166486441476938,Positive
749,1166599498420444,Positive
750,1166940355944742,Negative
751,116700986607956,Positive
752,1167033954317663,Positive
753,116717932592999,Positive
754,1167257668124074,Positive
755,1167436025351682,Negative
756,1167738085777723,Positive
757,1168548602317220,Negative
758,116855265678925,Negative
759,1168557342055326,Negative
760,116862408660715,Positive
761,1168738571140431,Positive
762,1168818060950058,Positive
763,1168832337796594,Negative
764,116901290597315,Positive
765,1169420771702554,Positive
766,11696842966073,Negative
767,1170018549135265,Positive
768,1170135919599829,Negative
769,1170167374491314,Positive
770,1170222133140191,Negative
771,1170705446812956,Positive
772,1171166275322607,Positive
773,1171501259680786,Positive
774,1171519048440181,Negative
775,117210503628552,Positive
776,1172494651971486,Negative
777,1172553226294326,Positive
778,1172676755867755,Negative
779,1172736374483204,Negative
780,1172888349014907,Negative
781,1173063532419708,Negative
782,1173144155710214,Negative
783,1173773513328029,Negative
784,1173804632955270,Negative
785,1173948424438436,Negative
786,1174192332352061,Negative
787,1174528921456555,Negative
788,1174546875894487,Negative
789,1174826699649895,Positive
790,1175201846757339,Negative
791,1175258805239552,Positive
792,1175488921253315,Positive
793,1175873252970284,Negative
794,1176024822995894,Negative
795,1176066546117473,Negative
796,1176130966850855,Negative
797,117620197001349,Positive
798,1176293876173162,Negative
799,1176547958943060,Positive
800,1176784395495425,Positive
801,1177029524721132,Positive
802,1177206358384801,Negative
803,1177348359148076,Negative
804,1177373939858424,Negative
805,11777395059692,Positive
806,1177807526034002,Negative
807,1178119483457767,Negative
808,1178248811737704,Negative
809,117834983775757,Positive
810,1178372319937438,Negative
811,1178385073546042,Positive
812,1178396927770106,Negative
813,1178453319877562,Negative
814,1178642354838044,Positive
815,1178830541431640,Positive
816,1179337096369650,Negative
817,1179424495816250,Negative
818,1179564779103809,Negative
819,1179633096556149,Negative
820,1179640091296240,Positive
821,1179820539548522,Negative
822,1180164740923352,Positive
823,1180186969743906,Negative
824,1180616443875442,Positive
825,1180672087796058,Negative
826,1180924531609003,Negative
827,1180952803286330,Positive
828,1181483744719054,Negative
829,1181883041912407,Positive
830,118206372063569,Positive
831,118300865875465,Negative
832,1183118376905506,Positive
833,1184553320605310,Positive
834,1184656687754203,Positive
835,118502092048315,Negative
836,1185081347532821,Negative
837,1185366725996306,Negative
838,1185560401655264,Negative
839,1185608851749051,Positive
840,1185800779279439,Negative
841,1186068130941732,Negative
842,1186495041313596,Positive
843,1186560678974121,Positive
844,1186779449184912,Positive
845,1186832208360503,Positive
846,1186974285079842,Positive
847,1187079538271695,Positive
848,1187145864302019,Negative
849,1187174007272847,Negative
850,1187225920415428,Negative
851,1187822038154550,Negative
852,1188036435276347,Negative
853,1188473675190962,Positive
854,1188666988087155,Positive
855,1189075065065395,Positive
856,1189260384979099,Positive
857,1189425724271951,Positive
858,1189791099512407,Negative
859,118979506020383,Positive
860,1189844355852112,Positive
861,1189914291306199,Positive
862,1190443318809789,Positive
863,1190906787135558,Positive
864,1190994758484545,Negative
865,1191050340937288,Positive
866,1191186826865783,Negative
867,1191938773132747,Positive
868,1191972501288647,Negative
869,1192088404994435,Negative
870,1192402854920088,Positive
871,1192574081904607,Negative
872,1192601545970479,Positive
873,1192649374330326,Negative
874,1192657648093293,Positive
875,1192902109236709,Negative
876,119295846043811,Negative
877,119315348720731,Positive
878,1193823168797823,Negative
879,1193842254423783,Negative
880,1193919724292207,Negative
881,1193973769920452,Positive
882,1194047962330695,Negative
883,1194300353033221,Positive
884,1194380664870619,Positive
885,1194607308507172,Positive
886,1194909300897455,Negative
887,1195030794255449,Positive
888,1195356978252526,Negative
889,1195435567327138,Negative
890,1195847845140386,Positive
891,1195866843902808,Negative
892,1196232903204091,Positive
893,1196247105354692,Positive
894,1196320461698331,Positive
895,1196394698455640,Positive
896,1196421740619524,Negative
897,1196809643333657,Positive
898,1196986423615483,Positive
899,1197170425763533,Negative
900,1197192553438327,Positive
901,1197372999656987,Negative
902,1197697146874848,Positive
903,1198177687249156,Positive
904,1198550389088642,Negative
905,1198989113934447,Positive
906,1199285587428344,Negative
907,1199580616499179,Negative
908,1199904841937908,Positive
909,1200405008839907,Negative
910,1200444263919474,Positive
911,1200743988295244,Positive
912,1200947841516800,Negative
913,1201380323190894,Negative
914,1201420256189006,Negative
915,1201670782848084,Negative
916,1201834008383012,Negative
917,1202050204284234,Negative
918,1202072881542810,Negative
919,1202259119179143,Positive
920,1202281300617084,Negative
921,1202314983447570,Positive
922,1202628016961193,Positive
923,1203174948173338,Positive
924,1203194936849611,Negative
925,1203609759832933,Negative
926,1203961335098872,Positive
927,1204001690478451,Negative
928,1204171361078566,Positive
929,1204293898709449,Negative
930,1204435373336948,Negative
931,1204617552766417,Positive
932,1204730197632406,Positive
933,1204766046685320,Negative
934,1204907243154902,Negative
935,1204974080866107,Negative
936,120505837732480,Positive
937,1205116369439743,Negative
938,1205408532935809,Negative
939,1205671367837420,Negative
940,1205931423088470,Positive
941,120608082032626,Positive
942,1206294138624664,Positive
943,1206554651113027,Positive
944,1206563619723272,Positive
945,1206759892980692,Positive
946,1206903599115014,Negative
947,1207198689649223,Positive
948,1208263748809416,Positive
949,1208588914175340,Negative
950,1208665393459559,Positive
951,1208847360636263,Negative
952,1208856814197571,Positive
953,1209002280456608,Negative
954,1209190562955749,Positive
955,1209357958700598,Positive
956,1209491828438537,Negative
957,1209839860165058,Positive
958,1209841886726964,Positive
959,1209942448637578,Negative
960,1210356905918232,Positive
961,1210378585603095,Positive
962,1211006710782670,Negative
963,1211468641752626,Negative
964,1211722735674616,Negative
965,1211866638008900,Positive
966,1211898009573257,Negative
967,1212047122777608,Negative
968,121230101620684,Negative
969,1212393420901032,Negative
970,1213048441317862,Negative
971,1213057248534065,Negative
972,1213370677634012,Negative
973,1214201222043648,Positive
974,1214414038388899,Positive
975,121478180482417,Positive
976,1215224902699358,Positive
977,1215234309081826,Positive
978,1215523812078804,Negative
979,121552520932901,Positive
980,1215609421252710,Positive
981,1215949638247667,Negative
982,1216002216498333,Positive
983,1216354117112947,Negative
984,1216422122412135,Negative
985,1217019008034969,Negative
986,1217142001809634,Positive
987,121719379235382,Positive
988,1217747725098606,Negative
989,121897217364607,Positive
990,1219154313580579,Negative
991,1219356982038413,Negative
992,1219494717195154,Positive
993,1219572349085841,Positive
994,1220009277398827,Negative
995,1220071743601997,Positive
996,1220548292388971,Positive
997,122059940947033,Positive
998,1220760538135825,Negative
999,1220760735028271,Positive
1000,1220923664023413,Positive
1001,1220938879268540,Negative
1002,122158637577855,Positive
1003,1221764731929659,Negative
1004,1221984317335238,Negative
1005,1222021053841826,Negative
1006,1222367518442297,Positive
1007,1222420822257348,Positive
1008,1222778975589457,Negative
1009,1223004908480849,Negative
1010,1223026033634161,Negative
1011,1223799276196533,Positive
1012,1224147319866197,Negative
1013,1224226942548543,Positive
1014,1224348366574199,Positive
1015,1224488420011090,Positive
1016,1225140607426539,Negative
1017,1225579008942511,Positive
1018,1225721603835636,Negative
1019,1225807406358211,Negative
1020,1225858321466790,Positive
1021,122589186720136,Positive
1022,1225928528030754,Positive
1023,1226333422954536,Positive
1024,1226532416264683,Negative
1025,1226550455917549,Positive
1026,1227171978752897,Negative
1027,1227264250149479,Negative
1028,1227332922610341,Negative
1029,1227676317208222,Positive
1030,1227867941030078,Negative
1031,1227883645974641,Positive
1032,122797514260767,Positive
1033,122810765968280,Positive
1034,1228164782486442,Positive
1035,1229073017154082,Positive
1036,1229956358316768,Negative
1037,1230048459807864,Positive
1038,1230409132417232,Positive
1039,1230886553065426,Negative
1040,1230905365415206,Negative
1041,1231229448716024,Positive
1042,1231242783268182,Positive
1043,1231362594929513,Negative
1044,1231814296750139,Negative
1045,1231930746972117,Negative
1046,1232331601620256,Positive
1047,1232422154798694,Negative
1048,123266444243617,Negative
1049,1233137321618521,Positive
1050,123374286596229,Positive
1051,1233966778579180,Negative
1052,1234045910879053,Positive
1053,1234047299568707,Positive
1054,1234387078844457,Negative
1055,1235442962406067,Positive
1056,1235478647465539,Negative
1057,1235546832089149,Negative
1058,123586377907187,Positive
1059,1236043282465771,Negative
1060,1236624236710871,Negative
1061,1236737351873974,Negative
1062,1236757425363885,Positive
1063,1236777189909807,Positive
1064,1236917976930008,Positive
1065,1236965796619597,Positive
1066,1236977397648976,Positive
1067,1237465375198581,Negative
1068,1237603840265421,Negative
1069,1238060649907166,Positive
1070,1238227910384896,Positive
1071,1238264238186541,Negative
1072,1238453724272558,Positive
1073,1238548567517948,Positive
1074,1238672874886233,Negative
1075,1238871010468934,Positive
1076,1238901367674433,Negative
